laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN0806700000000,8,67,"La Plata , CO",2006,"30,309","29,290","1,019",3.4
CN0806900000000,8,69,"Larimer , CO",2006,"169,350","162,695","6,655",3.9
CN0807100000000,8,71,"Las Animas , CO",2006,"8,456","8,114",342,4.0
CN0807300000000,8,73,"Lincoln , CO",2006,"3,059","2,950",109,3.6
CN0807500000000,8,75,"Logan , CO",2006,"11,129","10,745",384,3.5
CN0807700000000,8,77,"Mesa , CO",2006,"74,156","71,219","2,937",4.0
CN0807900000000,8,79,"Mineral , CO",2006,453,431,22,4.9
CN0808100000000,8,81,"Moffat , CO",2006,"8,350","8,036",314,3.8
CN0808300000000,8,83,"Montezuma , CO",2006,"13,163","12,582",581,4.4
CN0808500000000,8,85,"Montrose , CO",2006,"20,286","19,474",812,4.0
CN0808700000000,8,87,"Morgan , CO",2006,"14,345","13,789",556,3.9
CN0808900000000,8,89,"Otero , CO",2006,"9,326","8,761",565,6.1
CN0809100000000,8,91,"Ouray , CO",2006,"3,009","2,915",94,3.1
CN0809300000000,8,93,"Park , CO",2006,"9,741","9,357",384,3.9
CN0809500000000,8,95,"Phillips , CO",2006,"2,395","2,314",81,3.4
CN0809700000000,8,97,"Pitkin , CO",2006,"11,262","10,909",353,3.1
CN0809900000000,8,99,"Prowers , CO",2006,"6,938","6,535",403,5.8
CN0810100000000,8,101,"Pueblo , CO",2006,"70,426","66,466","3,960",5.6
CN0810300000000,8,103,"Rio Blanco , CO",2006,"4,735","4,607",128,2.7
CN0810500000000,8,105,"Rio Grande , CO",2006,"6,616","6,309",307,4.6
CN0810700000000,8,107,"Routt , CO",2006,"14,986","14,508",478,3.2
CN0810900000000,8,109,"Saguache , CO",2006,"3,198","2,999",199,6.2
CN0811100000000,8,111,"San Juan , CO",2006,551,524,27,4.9
CN0811300000000,8,113,"San Miguel , CO",2006,"5,445","5,261",184,3.4
CN0811500000000,8,115,"Sedgwick , CO",2006,"1,628","1,578",50,3.1
CN0811700000000,8,117,"Summit , CO",2006,"16,845","16,324",521,3.1
CN0811900000000,8,119,"Teller , CO",2006,"12,800","12,256",544,4.3
CN0812100000000,8,121,"Washington , CO",2006,"2,898","2,798",100,3.5
CN0812300000000,8,123,"Weld , CO",2006,"114,953","109,578","5,375",4.7
CN0812500000000,8,125,"Yuma , CO",2006,"6,506","6,336",170,2.6
CN0900100000000,9,1,"Fairfield , CT",2006,"459,839","442,204","17,635",3.8
CN0900300000000,9,3,"Hartford , CT",2006,"445,627","424,469","21,158",4.7
CN0900500000000,9,5,"Litchfield , CT",2006,"103,802","99,647","4,155",4.0
CN0900700000000,9,7,"Middlesex , CT",2006,"91,260","87,921","3,339",3.7
CN0900900000000,9,9,"New Haven , CT",2006,"437,427","416,565","20,862",4.8
CN0901100000000,9,11,"New London , CT",2006,"145,569","139,598","5,971",4.1
CN0901300000000,9,13,"Tolland , CT",2006,"82,675","79,562","3,113",3.8
CN0901500000000,9,15,"Windham , CT",2006,"62,458","59,229","3,229",5.2
CN1000100000000,10,1,"Kent , DE",2006,"74,093","71,705","2,388",3.2
CN1000300000000,10,3,"New Castle , DE",2006,"274,789","264,399","10,390",3.8
CN1000500000000,10,5,"Sussex , DE",2006,"92,302","89,295","3,007",3.3
CN1100100000000,11,1,District of Columbia,2006,"316,083","297,786","18,297",5.8
CN1200100000000,12,1,"Alachua , FL",2006,"125,843","122,471","3,372",2.7
CN1200300000000,12,3,"Baker , FL",2006,"11,548","11,219",329,2.8
CN1200500000000,12,5,"Bay , FL",2006,"85,748","83,077","2,671",3.1
CN1200700000000,12,7,"Bradford , FL",2006,"12,191","11,843",348,2.9
CN1200900000000,12,9,"Brevard , FL",2006,"265,618","256,936","8,682",3.3
CN1201100000000,12,11,"Broward , FL",2006,"983,211","952,640","30,571",3.1
CN1201300000000,12,13,"Calhoun , FL",2006,"5,386","5,216",170,3.2
CN1201500000000,12,15,"Charlotte , FL",2006,"69,533","67,201","2,332",3.4
CN1201700000000,12,17,"Citrus , FL",2006,"54,552","52,465","2,087",3.8
CN1201900000000,12,19,"Clay , FL",2006,"91,630","88,878","2,752",3.0
CN1202100000000,12,21,"Collier , FL",2006,"152,464","147,706","4,758",3.1
CN1202300000000,12,23,"Columbia , FL",2006,"29,805","28,844",961,3.2
CN1202700000000,12,27,"DeSoto , FL",2006,"14,209","13,691",518,3.6
CN1202900000000,12,29,"Dixie , FL",2006,"5,698","5,499",199,3.5
CN1203100000000,12,31,"Duval , FL",2006,"432,151","416,893","15,258",3.5
CN1203300000000,12,33,"Escambia , FL",2006,"138,216","133,846","4,370",3.2
CN1203500000000,12,35,"Flagler , FL",2006,"30,723","29,335","1,388",4.5
CN1203700000000,12,37,"Franklin , FL",2006,"5,054","4,903",151,3.0
CN1203900000000,12,39,"Gadsden , FL",2006,"21,029","20,303",726,3.5
CN1204100000000,12,41,"Gilchrist , FL",2006,"7,728","7,505",223,2.9
CN1204300000000,12,43,"Glades , FL",2006,"4,691","4,509",182,3.9
CN1204500000000,12,45,"Gulf , FL",2006,"6,419","6,221",198,3.1
CN1204700000000,12,47,"Hamilton , FL",2006,"4,641","4,463",178,3.8
CN1204900000000,12,49,"Hardee , FL",2006,"11,982","11,506",476,4.0
CN1205100000000,12,51,"Hendry , FL",2006,"17,698","16,578","1,120",6.3
CN1205300000000,12,53,"Hernando , FL",2006,"59,884","57,191","2,693",4.5
CN1205500000000,12,55,"Highlands , FL",2006,"40,797","39,270","1,527",3.7
CN1205700000000,12,57,"Hillsborough , FL",2006,"585,548","566,146","19,402",3.3
CN1205900000000,12,59,"Holmes , FL",2006,"8,625","8,362",263,3.0
CN1206100000000,12,61,"Indian River , FL",2006,"61,703","59,163","2,540",4.1
CN1206300000000,12,63,"Jackson , FL",2006,"21,288","20,527",761,3.6
CN1206500000000,12,65,"Jefferson , FL",2006,"7,066","6,863",203,2.9
CN1206700000000,12,67,"Lafayette , FL",2006,"2,850","2,771",79,2.8
CN1206900000000,12,69,"Lake , FL",2006,"126,341","122,105","4,236",3.4
CN1207100000000,12,71,"Lee , FL",2006,"287,157","278,772","8,385",2.9
CN1207300000000,12,73,"Leon , FL",2006,"140,574","136,722","3,852",2.7
CN1207500000000,12,75,"Levy , FL",2006,"16,500","15,917",583,3.5
CN1207700000000,12,77,"Liberty , FL",2006,"3,537","3,444",93,2.6
CN1207900000000,12,79,"Madison , FL",2006,"7,339","6,960",379,5.2
CN1208100000000,12,81,"Manatee , FL",2006,"149,208","144,644","4,564",3.1
CN1208300000000,12,83,"Marion , FL",2006,"134,179","129,573","4,606",3.4
CN1208500000000,12,85,"Martin , FL",2006,"65,247","62,964","2,283",3.5
CN1208600000000,12,86,"Miami-Dade , FL",2006,"1,192,179","1,159,006","33,173",2.8
CN1208700000000,12,87,"Monroe , FL",2006,"44,497","43,396","1,101",2.5
CN1208900000000,12,89,"Nassau , FL",2006,"34,093","33,111",982,2.9
CN1209100000000,12,91,"Okaloosa , FL",2006,"98,731","96,352","2,379",2.4
CN1209300000000,12,93,"Okeechobee , FL",2006,"17,473","16,748",725,4.1
CN1209500000000,12,95,"Orange , FL",2006,"575,327","557,220","18,107",3.1
CN1209700000000,12,97,"Osceola , FL",2006,"124,996","120,750","4,246",3.4
CN1209900000000,12,99,"Palm Beach , FL",2006,"619,269","596,415","22,854",3.7
CN1210100000000,12,101,"Pasco , FL",2006,"187,047","179,799","7,248",3.9
CN1210300000000,12,103,"Pinellas , FL",2006,"453,148","437,883","15,265",3.4
CN1210500000000,12,105,"Polk , FL",2006,"264,259","254,605","9,654",3.7
CN1210700000000,12,107,"Putnam , FL",2006,"31,781","30,597","1,184",3.7
CN1210900000000,12,109,"St. Johns , FL",2006,"88,575","86,169","2,406",2.7
CN1211100000000,12,111,"St. Lucie , FL",2006,"119,477","114,472","5,005",4.2
CN1211300000000,12,113,"Santa Rosa , FL",2006,"69,789","67,688","2,101",3.0
CN1211500000000,12,115,"Sarasota , FL",2006,"172,810","167,383","5,427",3.1
CN1211700000000,12,117,"Seminole , FL",2006,"234,285","227,390","6,895",2.9
CN1211900000000,12,119,"Sumter , FL",2006,"29,768","28,936",832,2.8
CN1212100000000,12,121,"Suwannee , FL",2006,"16,956","16,405",551,3.2
CN1212300000000,12,123,"Taylor , FL",2006,"8,755","8,408",347,4.0
CN1212500000000,12,125,"Union , FL",2006,"5,122","4,987",135,2.6
CN1212700000000,12,127,"Volusia , FL",2006,"250,088","241,875","8,213",3.3
CN1212900000000,12,129,"Wakulla , FL",2006,"15,450","15,067",383,2.5
CN1213100000000,12,131,"Walton , FL",2006,"31,122","30,441",681,2.2
CN1213300000000,12,133,"Washington , FL",2006,"9,598","9,279",319,3.3
CN1300100000000,13,1,"Appling , GA",2006,"8,834","8,344",490,5.5
CN1300300000000,13,3,"Atkinson , GA",2006,"3,376","3,195",181,5.4
CN1300500000000,13,5,"Bacon , GA",2006,"4,789","4,570",219,4.6
CN1300700000000,13,7,"Baker , GA",2006,"1,781","1,691",90,5.1
CN1300900000000,13,9,"Baldwin , GA",2006,"20,941","19,804","1,137",5.4
CN1301100000000,13,11,"Banks , GA",2006,"9,592","9,283",309,3.2
CN1301300000000,13,13,"Barrow , GA",2006,"32,009","30,653","1,356",4.2
CN1301500000000,13,15,"Bartow , GA",2006,"44,896","42,696","2,200",4.9
CN1301700000000,13,17,"Ben Hill , GA",2006,"8,237","7,770",467,5.7
CN1301900000000,13,19,"Berrien , GA",2006,"8,936","8,566",370,4.1
CN1302100000000,13,21,"Bibb , GA",2006,"73,392","69,204","4,188",5.7
CN1302300000000,13,23,"Bleckley , GA",2006,"5,153","4,851",302,5.9
CN1302500000000,13,25,"Brantley , GA",2006,"7,650","7,291",359,4.7
CN1302700000000,13,27,"Brooks , GA",2006,"8,525","8,174",351,4.1
CN1302900000000,13,29,"Bryan , GA",2006,"16,108","15,539",569,3.5
CN1303100000000,13,31,"Bulloch , GA",2006,"31,426","30,076","1,350",4.3
CN1303300000000,13,33,"Burke , GA",2006,"9,863","9,201",662,6.7
CN1303500000000,13,35,"Butts , GA",2006,"10,047","9,506",541,5.4
CN1303700000000,13,37,"Calhoun , GA",2006,"2,427","2,282",145,6.0
CN1303900000000,13,39,"Camden , GA",2006,"20,884","20,024",860,4.1
CN1304300000000,13,43,"Candler , GA",2006,"4,595","4,401",194,4.2
CN1304500000000,13,45,"Carroll , GA",2006,"50,874","48,381","2,493",4.9
CN1304700000000,13,47,"Catoosa , GA",2006,"36,037","34,649","1,388",3.9
CN1304900000000,13,49,"Charlton , GA",2006,"4,574","4,365",209,4.6
CN1305100000000,13,51,"Chatham , GA",2006,"127,947","122,727","5,220",4.1
CN1305300000000,13,53,"Chattahoochee , GA",2006,"2,508","2,264",244,9.7
CN1305500000000,13,55,"Chattooga , GA",2006,"10,866","10,323",543,5.0
CN1305700000000,13,57,"Cherokee , GA",2006,"104,485","100,633","3,852",3.7
CN1305900000000,13,59,"Clarke , GA",2006,"62,595","59,905","2,690",4.3
CN1306100000000,13,61,"Clay , GA",2006,"1,547","1,480",67,4.3
CN1306300000000,13,63,"Clayton , GA",2006,"135,385","127,426","7,959",5.9
CN1306500000000,13,65,"Clinch , GA",2006,"2,778","2,640",138,5.0
CN1306700000000,13,67,"Cobb , GA",2006,"372,993","357,118","15,875",4.3
CN1306900000000,13,69,"Coffee , GA",2006,"16,837","15,937",900,5.3
CN1307100000000,13,71,"Colquitt , GA",2006,"20,614","19,740",874,4.2
CN1307300000000,13,73,"Columbia , GA",2006,"58,260","55,871","2,389",4.1
CN1307500000000,13,75,"Cook , GA",2006,"7,120","6,740",380,5.3
CN1307700000000,13,77,"Coweta , GA",2006,"57,736","55,317","2,419",4.2
CN1307900000000,13,79,"Crawford , GA",2006,"6,243","5,924",319,5.1
CN1308100000000,13,81,"Crisp , GA",2006,"10,353","9,751",602,5.8
CN1308300000000,13,83,"Dade , GA",2006,"8,652","8,291",361,4.2
CN1308500000000,13,85,"Dawson , GA",2006,"10,634","10,230",404,3.8
CN1308700000000,13,87,"Decatur , GA",2006,"12,018","11,330",688,5.7
CN1308900000000,13,89,"DeKalb , GA",2006,"386,291","366,471","19,820",5.1
CN1309100000000,13,91,"Dodge , GA",2006,"9,550","9,079",471,4.9
CN1309300000000,13,93,"Dooly , GA",2006,"4,861","4,591",270,5.6
CN1309500000000,13,95,"Dougherty , GA",2006,"41,454","38,964","2,490",6.0
CN1309700000000,13,97,"Douglas , GA",2006,"62,225","59,106","3,119",5.0
CN1309900000000,13,99,"Early , GA",2006,"5,691","5,404",287,5.0
CN1310100000000,13,101,"Echols , GA",2006,"2,370","2,296",74,3.1
CN1310300000000,13,103,"Effingham , GA",2006,"27,084","26,165",919,3.4
CN1310500000000,13,105,"Elbert , GA",2006,"9,987","9,343",644,6.4
CN1310700000000,13,107,"Emanuel , GA",2006,"10,802","10,251",551,5.1
CN1310900000000,13,109,"Evans , GA",2006,"4,930","4,709",221,4.5
CN1311100000000,13,111,"Fannin , GA",2006,"10,769","10,338",431,4.0
CN1311300000000,13,113,"Fayette , GA",2006,"53,673","51,536","2,137",4.0
CN1311500000000,13,115,"Floyd , GA",2006,"49,315","47,104","2,211",4.5
CN1311700000000,13,117,"Forsyth , GA",2006,"79,777","77,107","2,670",3.3
CN1311900000000,13,119,"Franklin , GA",2006,"10,724","10,183",541,5.0
CN1312100000000,13,121,"Fulton , GA",2006,"472,127","448,380","23,747",5.0
CN1312300000000,13,123,"Gilmer , GA",2006,"14,153","13,641",512,3.6
CN1312500000000,13,125,"Glascock , GA",2006,"1,216","1,154",62,5.1
CN1312700000000,13,127,"Glynn , GA",2006,"39,804","38,239","1,565",3.9
CN1312900000000,13,129,"Gordon , GA",2006,"27,073","25,891","1,182",4.4
CN1313100000000,13,131,"Grady , GA",2006,"12,265","11,775",490,4.0
CN1313300000000,13,133,"Greene , GA",2006,"6,953","6,553",400,5.8
CN1313500000000,13,135,"Gwinnett , GA",2006,"409,907","392,746","17,161",4.2
CN1313700000000,13,137,"Habersham , GA",2006,"19,768","18,974",794,4.0
CN1313900000000,13,139,"Hall , GA",2006,"86,454","83,160","3,294",3.8
CN1314100000000,13,141,"Hancock , GA",2006,"3,442","3,149",293,8.5
CN1314300000000,13,143,"Haralson , GA",2006,"12,782","12,173",609,4.8
CN1314500000000,13,145,"Harris , GA",2006,"15,709","15,113",596,3.8
CN1314700000000,13,147,"Hart , GA",2006,"10,943","10,239",704,6.4
CN1314900000000,13,149,"Heard , GA",2006,"4,913","4,671",242,4.9
CN1315100000000,13,151,"Henry , GA",2006,"92,567","88,332","4,235",4.6
CN1315300000000,13,153,"Houston , GA",2006,"66,050","63,249","2,801",4.2
CN1315500000000,13,155,"Irwin , GA",2006,"4,723","4,486",237,5.0
CN1315700000000,13,157,"Jackson , GA",2006,"26,711","25,615","1,096",4.1
CN1315900000000,13,159,"Jasper , GA",2006,"6,390","6,085",305,4.8
CN1316100000000,13,161,"Jeff Davis , GA",2006,"5,545","5,149",396,7.1
CN1316300000000,13,163,"Jefferson , GA",2006,"7,044","6,591",453,6.4
CN1316500000000,13,165,"Jenkins , GA",2006,"3,564","3,369",195,5.5
CN1316700000000,13,167,"Johnson , GA",2006,"3,781","3,578",203,5.4
CN1316900000000,13,169,"Jones , GA",2006,"13,869","13,174",695,5.0
CN1317100000000,13,171,"Lamar , GA",2006,"7,810","7,370",440,5.6
CN1317300000000,13,173,"Lanier , GA",2006,"3,974","3,821",153,3.9
CN1317500000000,13,175,"Laurens , GA",2006,"22,587","21,404","1,183",5.2
CN1317700000000,13,177,"Lee , GA",2006,"17,251","16,621",630,3.7
CN1317900000000,13,179,"Liberty , GA",2006,"23,976","22,585","1,391",5.8
CN1318100000000,13,181,"Lincoln , GA",2006,"3,805","3,572",233,6.1
CN1318300000000,13,183,"Long , GA",2006,"5,717","5,491",226,4.0
CN1318500000000,13,185,"Lowndes , GA",2006,"52,048","50,030","2,018",3.9
CN1318700000000,13,187,"Lumpkin , GA",2006,"12,752","12,224",528,4.1
CN1318900000000,13,189,"McDuffie , GA",2006,"10,649","9,986",663,6.2
CN1319100000000,13,191,"McIntosh , GA",2006,"5,283","5,054",229,4.3
CN1319300000000,13,193,"Macon , GA",2006,"5,282","4,874",408,7.7
CN1319500000000,13,195,"Madison , GA",2006,"15,399","14,826",573,3.7
CN1319700000000,13,197,"Marion , GA",2006,"3,385","3,232",153,4.5
CN1319900000000,13,199,"Meriwether , GA",2006,"9,644","9,025",619,6.4
CN1320100000000,13,201,"Miller , GA",2006,"3,705","3,571",134,3.6
CN1320500000000,13,205,"Mitchell , GA",2006,"10,465","9,950",515,4.9
CN1320700000000,13,207,"Monroe , GA",2006,"13,069","12,481",588,4.5
CN1320900000000,13,209,"Montgomery , GA",2006,"4,508","4,275",233,5.2
CN1321100000000,13,211,"Morgan , GA",2006,"9,397","8,989",408,4.3
CN1321300000000,13,213,"Murray , GA",2006,"21,441","20,512",929,4.3
CN1321500000000,13,215,"Muscogee , GA",2006,"85,344","80,659","4,685",5.5
CN1321700000000,13,217,"Newton , GA",2006,"44,063","41,716","2,347",5.3
CN1321900000000,13,219,"Oconee , GA",2006,"17,395","16,843",552,3.2
CN1322100000000,13,221,"Oglethorpe , GA",2006,"7,575","7,292",283,3.7
CN1322300000000,13,223,"Paulding , GA",2006,"62,499","59,899","2,600",4.2
CN1322500000000,13,225,"Peach , GA",2006,"11,513","10,842",671,5.8
CN1322700000000,13,227,"Pickens , GA",2006,"14,657","14,115",542,3.7
CN1322900000000,13,229,"Pierce , GA",2006,"8,356","8,006",350,4.2
CN1323100000000,13,231,"Pike , GA",2006,"7,879","7,521",358,4.5
CN1323300000000,13,233,"Polk , GA",2006,"20,715","19,805",910,4.4
CN1323500000000,13,235,"Pulaski , GA",2006,"4,630","4,421",209,4.5
CN1323700000000,13,237,"Putnam , GA",2006,"10,374","9,903",471,4.5
CN1323900000000,13,239,"Quitman , GA",2006,"1,000",949,51,5.1
CN1324100000000,13,241,"Rabun , GA",2006,"7,521","7,105",416,5.5
CN1324300000000,13,243,"Randolph , GA",2006,"2,873","2,688",185,6.4
CN1324500000000,13,245,"Richmond , GA",2006,"88,769","83,164","5,605",6.3
CN1324700000000,13,247,"Rockdale , GA",2006,"39,376","37,383","1,993",5.1
CN1324900000000,13,249,"Schley , GA",2006,"1,864","1,759",105,5.6
CN1325100000000,13,251,"Screven , GA",2006,"7,190","6,842",348,4.8
CN1325300000000,13,253,"Seminole , GA",2006,"4,005","3,799",206,5.1
CN1325500000000,13,255,"Spalding , GA",2006,"28,067","26,286","1,781",6.3
CN1325700000000,13,257,"Stephens , GA",2006,"13,379","12,714",665,5.0
CN1325900000000,13,259,"Stewart , GA",2006,"1,979","1,848",131,6.6
CN1326100000000,13,261,"Sumter , GA",2006,"14,752","13,844",908,6.2
CN1326300000000,13,263,"Talbot , GA",2006,"3,078","2,885",193,6.3
CN1326500000000,13,265,"Taliaferro , GA",2006,783,728,55,7.0
CN1326700000000,13,267,"Tattnall , GA",2006,"9,075","8,592",483,5.3
CN1326900000000,13,269,"Taylor , GA",2006,"3,337","3,127",210,6.3
CN1327100000000,13,271,"Telfair , GA",2006,"5,041","4,658",383,7.6
CN1327300000000,13,273,"Terrell , GA",2006,"4,554","4,292",262,5.8
CN1327500000000,13,275,"Thomas , GA",2006,"23,513","22,549",964,4.1
CN1327700000000,13,277,"Tift , GA",2006,"19,957","18,946","1,011",5.1
CN1327900000000,13,279,"Toombs , GA",2006,"13,478","12,774",704,5.2
CN1328100000000,13,281,"Towns , GA",2006,"5,930","5,728",202,3.4
CN1328300000000,13,283,"Treutlen , GA",2006,"2,690","2,525",165,6.1
CN1328500000000,13,285,"Troup , GA",2006,"30,352","28,574","1,778",5.9
CN1328700000000,13,287,"Turner , GA",2006,"5,096","4,803",293,5.7
CN1328900000000,13,289,"Twiggs , GA",2006,"4,578","4,313",265,5.8
CN1329100000000,13,291,"Union , GA",2006,"10,744","10,346",398,3.7
CN1329300000000,13,293,"Upson , GA",2006,"11,794","11,052",742,6.3
CN1329500000000,13,295,"Walker , GA",2006,"33,701","32,197","1,504",4.5
CN1329700000000,13,297,"Walton , GA",2006,"39,051","37,273","1,778",4.6
CN1329900000000,13,299,"Ware , GA",2006,"15,072","14,321",751,5.0
CN1330100000000,13,301,"Warren , GA",2006,"2,466","2,262",204,8.3
CN1330300000000,13,303,"Washington , GA",2006,"8,430","7,935",495,5.9
CN1330500000000,13,305,"Wayne , GA",2006,"11,845","11,170",675,5.7
CN1330700000000,13,307,"Webster , GA",2006,"1,187","1,134",53,4.5
CN1330900000000,13,309,"Wheeler , GA",2006,"3,080","2,909",171,5.6
CN1331100000000,13,311,"White , GA",2006,"12,449","11,981",468,3.8
CN1331300000000,13,313,"Whitfield , GA",2006,"46,862","44,793","2,069",4.4
CN1331500000000,13,315,"Wilcox , GA",2006,"3,284","3,088",196,6.0
CN1331700000000,13,317,"Wilkes , GA",2006,"4,710","4,421",289,6.1
CN1331900000000,13,319,"Wilkinson , GA",2006,"4,570","4,308",262,5.7
CN1332100000000,13,321,"Worth , GA",2006,"10,384","9,856",528,5.1
CN1500100000000,15,1,"Hawaii , HI",2006,"83,833","81,216","2,617",3.1
CN1500300000000,15,3,"Honolulu /city, HI",2006,"444,788","433,478","11,310",2.5
CN1500700000000,15,7,"Kauai , HI",2006,"32,471","31,637",834,2.6
CN1500900000000,15,9,"Maui , HI",2006,"77,170","75,243","1,927",2.5
CN1600100000000,16,1,"Ada , ID",2006,"193,828","188,617","5,211",2.7
CN1600300000000,16,3,"Adams , ID",2006,"2,159","2,013",146,6.8
CN1600500000000,16,5,"Bannock , ID",2006,"40,451","39,057","1,394",3.4
CN1600700000000,16,7,"Bear Lake , ID",2006,"3,050","2,961",89,2.9
CN1600900000000,16,9,"Benewah , ID",2006,"3,957","3,648",309,7.8
CN1601100000000,16,11,"Bingham , ID",2006,"21,109","20,328",781,3.7
CN1601300000000,16,13,"Blaine , ID",2006,"14,167","13,785",382,2.7
CN1601500000000,16,15,"Boise , ID",2006,"3,708","3,571",137,3.7
CN1601700000000,16,17,"Bonner , ID",2006,"20,547","19,581",966,4.7
CN1601900000000,16,19,"Bonneville , ID",2006,"49,797","48,466","1,331",2.7
CN1602100000000,16,21,"Boundary , ID",2006,"4,234","3,911",323,7.6
CN1602300000000,16,23,"Butte , ID",2006,"1,430","1,383",47,3.3
CN1602500000000,16,25,"Camas , ID",2006,637,615,22,3.5
CN1602700000000,16,27,"Canyon , ID",2006,"82,571","79,351","3,220",3.9
CN1602900000000,16,29,"Caribou , ID",2006,"3,344","3,209",135,4.0
CN1603100000000,16,31,"Cassia , ID",2006,"10,449","10,019",430,4.1
CN1603300000000,16,33,"Clark , ID",2006,527,506,21,4.0
CN1603500000000,16,35,"Clearwater , ID",2006,"3,318","3,040",278,8.4
CN1603700000000,16,37,"Custer , ID",2006,"2,537","2,430",107,4.2
CN1603900000000,16,39,"Elmore , ID",2006,"10,931","10,476",455,4.2
CN1604100000000,16,41,"Franklin , ID",2006,"6,258","6,104",154,2.5
CN1604300000000,16,43,"Fremont , ID",2006,"6,029","5,802",227,3.8
CN1604500000000,16,45,"Gem , ID",2006,"7,334","7,018",316,4.3
CN1604700000000,16,47,"Gooding , ID",2006,"8,524","8,280",244,2.9
CN1604900000000,16,49,"Idaho , ID",2006,"7,122","6,678",444,6.2
CN1605100000000,16,51,"Jefferson , ID",2006,"11,006","10,671",335,3.0
CN1605300000000,16,53,"Jerome , ID",2006,"10,203","9,867",336,3.3
CN1605500000000,16,55,"Kootenai , ID",2006,"68,675","66,048","2,627",3.8
CN1605700000000,16,57,"Latah , ID",2006,"17,598","17,063",535,3.0
CN1605900000000,16,59,"Lemhi , ID",2006,"4,006","3,795",211,5.3
CN1606100000000,16,61,"Lewis , ID",2006,"1,732","1,684",48,2.8
CN1606300000000,16,63,"Lincoln , ID",2006,"2,577","2,460",117,4.5
CN1606500000000,16,65,"Madison , ID",2006,"14,877","14,484",393,2.6
CN1606700000000,16,67,"Minidoka , ID",2006,"9,809","9,315",494,5.0
CN1606900000000,16,69,"Nez Perce , ID",2006,"19,025","18,347",678,3.6
CN1607100000000,16,71,"Oneida , ID",2006,"2,231","2,188",43,1.9
CN1607300000000,16,73,"Owyhee , ID",2006,"4,720","4,621",99,2.1
CN1607500000000,16,75,"Payette , ID",2006,"10,391","9,869",522,5.0
CN1607700000000,16,77,"Power , ID",2006,"3,873","3,685",188,4.9
CN1607900000000,16,79,"Shoshone , ID",2006,"5,630","5,224",406,7.2
CN1608100000000,16,81,"Teton , ID",2006,"4,737","4,641",96,2.0
CN1608300000000,16,83,"Twin Falls , ID",2006,"38,341","37,045","1,296",3.4
CN1608500000000,16,85,"Valley , ID",2006,"4,978","4,761",217,4.4
CN1608700000000,16,87,"Washington , ID",2006,"4,952","4,729",223,4.5
CN1700100000000,17,1,"Adams , IL",2006,"39,326","38,001","1,325",3.4
CN1700300000000,17,3,"Alexander , IL",2006,"3,297","3,033",264,8.0
CN1700500000000,17,5,"Bond , IL",2006,"8,639","8,221",418,4.8
CN1700700000000,17,7,"Boone , IL",2006,"25,735","24,314","1,421",5.5
CN1700900000000,17,9,"Brown , IL",2006,"3,372","3,272",100,3.0
CN1701100000000,17,11,"Bureau , IL",2006,"19,043","18,215",828,4.3
CN1701300000000,17,13,"Calhoun , IL",2006,"2,622","2,465",157,6.0
CN1701500000000,17,15,"Carroll , IL",2006,"8,586","8,176",410,4.8
CN1701700000000,17,17,"Cass , IL",2006,"7,644","7,333",311,4.1
CN1701900000000,17,19,"Champaign , IL",2006,"102,819","99,078","3,741",3.6
CN1702100000000,17,21,"Christian , IL",2006,"17,576","16,752",824,4.7
CN1702300000000,17,23,"Clark , IL",2006,"8,913","8,485",428,4.8
CN1702500000000,17,25,"Clay , IL",2006,"6,977","6,631",346,5.0
CN1702700000000,17,27,"Clinton , IL",2006,"19,220","18,378",842,4.4
CN1702900000000,17,29,"Coles , IL",2006,"27,241","26,130","1,111",4.1
CN1703100000000,17,31,"Cook , IL",2006,"2,566,657","2,441,887","124,770",4.9
CN1703300000000,17,33,"Crawford , IL",2006,"9,624","9,136",488,5.1
CN1703500000000,17,35,"Cumberland , IL",2006,"5,721","5,470",251,4.4
CN1703700000000,17,37,"DeKalb , IL",2006,"55,695","53,663","2,032",3.6
CN1703900000000,17,39,"De Witt , IL",2006,"8,364","8,007",357,4.3
CN1704100000000,17,41,"Douglas , IL",2006,"10,302","9,886",416,4.0
CN1704300000000,17,43,"DuPage , IL",2006,"521,776","503,616","18,160",3.5
CN1704500000000,17,45,"Edgar , IL",2006,"10,515","10,021",494,4.7
CN1704700000000,17,47,"Edwards , IL",2006,"3,435","3,291",144,4.2
CN1704900000000,17,49,"Effingham , IL",2006,"18,355","17,615",740,4.0
CN1705100000000,17,51,"Fayette , IL",2006,"10,202","9,632",570,5.6
CN1705300000000,17,53,"Ford , IL",2006,"7,381","7,063",318,4.3
CN1705500000000,17,55,"Franklin , IL",2006,"17,923","16,747","1,176",6.6
CN1705700000000,17,57,"Fulton , IL",2006,"17,820","16,918",902,5.1
CN1705900000000,17,59,"Gallatin , IL",2006,"2,662","2,515",147,5.5
CN1706100000000,17,61,"Greene , IL",2006,"7,424","7,090",334,4.5
CN1706300000000,17,63,"Grundy , IL",2006,"24,510","23,243","1,267",5.2
CN1706500000000,17,65,"Hamilton , IL",2006,"4,255","4,028",227,5.3
CN1706700000000,17,67,"Hancock , IL",2006,"9,888","9,431",457,4.6
CN1706900000000,17,69,"Hardin , IL",2006,"1,756","1,628",128,7.3
CN1707100000000,17,71,"Henderson , IL",2006,"4,090","3,876",214,5.2
